contract_address,chain,protocol,method_id,method,unique_executions,%,cum %,,,,,,,,,,
0x72c590349535ad52e6953744cb2a36b409542719,eth,,0xc3c854b6,,3,,,,,,,,,,,,
0xcf13b1564ffe1a1749ea9838f5222393e7a526f5,eth,,0x42842e0e,,3,,,,,,,,,,,,
0xc66149996d0263c0b42d3bc05e50db88658106ce,linea,,0x18cbafe5,,3,,,,,,,,,,,,
0x656e8ef4970a3cd5384970c04e37ab19468a2dcf,eth,,0xa22cb465,,3,,,,,,,,,,,,
0x3f5129112754d4fbe7ab228c2d5e312b2bc79a06,base,,0x31279d3d,,3,,,,,,,,,,,,
0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x987a758b221eabd262cae4fbb4d75c579275d8aa,base,,0x095ea7b3,,3,,,,,,,,,,,,
0xab8a1c03b8e4e1d21c8ddd6edf9e07f26e843492,base,,0x095ea7b3,,3,,,,,,,,,,,,
0x9879406c2ef6578ceb59009d64151ef3f225830b,bsc,,0xecf610c9,,3,,,,,,,,,,,,
0xfd896db057f260adce7fd1fd48c6623e023406cd,matic,,0xbba9b10c,,3,,,,,,,,,,,,
0xe55793f55df1f1b5037eba41881663583d4f9b24,op,,0xf6d0aeb1,,3,,,,,,,,,,,,
0xe47fec1c72850d867a1655c4c5902de7728ca205,arb,,0x59b80cf9,,3,,,,,,,,,,,,
0xf6cc57c45ce730496b4d3df36b9a4e4c3a1b9754,arb,,0xa22cb465,,3,,,,,,,,,,,,
0x1b890fd37cd50bea59346fc2f8ddb7cd9f5fabd5,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x4200000000000000000000000000000000000006,base,,0xa9059cbb,,3,,,,,,,,,,,,
0xb5376ab455194328fe41450a587f11bcda2363fa,eth,,0x47e7ef24,,3,,,,,,,,,,,,
0x2c91fcfcf4d6f218ca8fe0d70f7f851a4b41140b,op,,0xb6b55f25,,3,,,,,,,,,,,,
0x76f948e5f13b9a84a81e5681df8682bbf524805e,linea,,0x11b804ab,,3,,,,,,,,,,,,
0x45c54210128a065de780c4b0df3d16664f7f859e,bsc,,0x2f6c493c,,3,,,,,,,,,,,,
0xef261714f7e5ba6b86f4780eb6e3bf26b10729cf,arb,,0x095ea7b3,,3,,,,,,,,,,,,
0xa5d2bfe85498697330bb283208f5e053686f20fe,base,,0x4e71d92d,,3,,,,,,,,,,,,
0x0e8d5ad992b37f145ed1985d4bffcbc3d5bd6be3,eth,,0xa22cb465,,3,,,,,,,,,,,,
0x82414472397495f5dbf775cfa94b9745d17c8c65,bsc,,0x51905636,,3,,,,,,,,,,,,
0x6f58d920bee3f6f808b9dd95bebb4ea4b8831d50,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x9b69b06272980fa6bad9d88680a71e3c3beb32c6,bsc,,0x6198e339,,3,,,,,,,,,,,,
0x6dab891db13a66e31579d95b71ca15280041b214,eth,,0xa22cb465,,3,,,,,,,,,,,,
0x0000000001e4ef00d069e71d6ba041b0a16f7ea0,arb,,0xd6308fa4,,3,,,,,,,,,,,,
0xa33e48ef82e697143208254fde53bf624f2c87e4,linea,,0x8865305b,,3,,,,,,,,,,,,
0x6b0c248679f493481411a0a14cd5fc2dbbe8ab02,matic,,0x1249c58b,,3,,,,,,,,,,,,
0x67c10c397dd0ba417329543c1a40eb48aaa7cd00,op,,0x095ea7b3,,3,,,,,,,,,,,,
0x12dd66366d45f44128083233c6fbadfe7cbae221,eth,,0xa22cb465,,3,,,,,,,,,,,,
0xc305d102d03a2567e7a457ff89f273cf227c6a9c,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xc3a9a54c043f348027fffaac0f2f996123a19bf4,matic,,0x095ea7b3,,3,,,,,,,,,,,,
0xd06716e1ff2e492cc5034c2e81805562dd3b45fa,bsc,,0x095ea7b3,,3,,,,,,,,,,,,
0xd3bad64adfa4e442fdf21556e1f8eb7298282ef5,op,,0xc00007b0,,3,,,,,,,,,,,,
0x642b62daebd3b46b03208a5e590a9d87a88fbdac,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x77f15a6ce7315588cec34c057aa96a1e8ebbc80e,arb,,0x52acc0c8,,3,,,,,,,,,,,,
0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,eth,,0x635d70f4,,3,,,,,,,,,,,,
0xa89b728708be04f57c7a33c6f790b6f077298e26,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x4cf76043b3f97ba06917cbd90f9e3a2aac1b306e,base,,0x02751cec,,3,,,,,,,,,,,,
0x20293edd4f52f81234b3997b9ae4742c48005858,avax,,0x2d62fc1a,,3,,,,,,,,,,,,
0x03928473f25bb2da6bc880b07ecbadc636822264,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x4e5cf54fde5e1237e80e87fcba555d829e1307ce,arb,,0xdee4dea0,,3,,,,,,,,,,,,
0x47ec4768502ada411bce8b973a6609f3f96061f3,arb,,0x008927a9,,3,,,,,,,,,,,,
0x75c143460f6e3e22f439dff947e25c9ccb72d2e8,arb,,0xe4eae6b7,,3,,,,,,,,,,,,
0xe9c898ba654dec2ba440392028d2e7a194e6dc3e,base,,0x2e1a7d4d,,3,,,,,,,,,,,,
0x0e3efd5be54cc0f4c64e0d186b0af4b7f2a0e95f,eth,,0x62dfb7bb,,3,,,,,,,,,,,,
0x1b33b8499eb6d681cdcf19c79df8a3dec9c652c3,eth,,0x8482a621,,3,,,,,,,,,,,,
0x1fd108cf42a59c635bd4703b8dbc8a741ff834be,avax,,0xab875026,,3,,,,,,,,,,,,
0x05dda987bc16b7a2516d1639646011e9e0b4ae74,arb,,0x89beba4b,,3,,,,,,,,,,,,
0xaaeef52ad4695b8e3b758215ca6bbca4d7680c62,matic,,0xcf89fa03,,3,,,,,,,,,,,,
0xe9733d3fa198ea1310525acccc782742f0cd6d7c,base,,0x095ea7b3,,3,,,,,,,,,,,,
0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,eth,,0x8f15b6b5,,3,,,,,,,,,,,,
0x162433c934aa74ba147e05150b1206b2c922f71d,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x91a341e5617070de70f4df6a83cceceea7fd9e57,eth,,0x22deccea,,3,,,,,,,,,,,,
0x69460570c93f9de5e2edbc3052bf10125f0ca22d,bsc,,0xb17d0e6e,,3,,,,,,,,,,,,
0x6a36481af18289f80af4a1b21e4f6d323fabc712,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x186e74ad45bf81fb3712e9657560f8f6361cbbef,eth,,0xa22cb465,,3,,,,,,,,,,,,
0xe4750593d1fc8e74b31549212899a72162f315fa,base,,0xaff6cbf1,,3,,,,,,,,,,,,
0x8ebfd97b4e6a4e94759c15588459e3b07b4fe1a2,arb,,0x4641257d,,3,,,,,,,,,,,,
0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,eth,,0xa9059cbb,,3,,,,,,,,,,,,
0x1cb81a25c62a59026132c3b02bcd74b598356a96,base,,0x0fbe4fe2,,3,,,,,,,,,,,,
0xe9ab7a6141dc50d5be59ceac06f5ac38a0f2fead,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x0a4582d3d9ecbab80a66dad8a881be3b771d3e5b,op,,0xcbd138ae,,3,,,,,,,,,,,,
0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,bsc,,0x095ea7b3,,3,,,,,,,,,,,,
0xafdd0dacf4eb72331bd0e31876cdd491adb6f8c4,base,,0x095ea7b3,,3,,,,,,,,,,,,
0x0e082f06ff657d94310cb8ce8b0d9a04541d8052,avax,,0xc6878519,,3,,,,,,,,,,,,
0xbbeb516fb02a01611cbbe0453fe3c580d7281011,zksync,,0x095ea7b3,,3,,,,,,,,,,,,
0xf4c36d458e2d96497e5eef7c3a01fcd727422f7b,arb,,0xdb006a75,,3,,,,,,,,,,,,
0xea51d7853eefb32b6ee06b1c12e6dcca88be0ffe,eth,,0xc04a8a10,,3,,,,,,,,,,,,
0x22d4c35a4f2b229a928b1b569b2f60225976426a,eth,,0xa22cb465,,3,,,,,,,,,,,,
0xd2c3639c411e21911612f5313e78af934ee3dff3,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x59468516a8259058bad1ca5f8f4bff190d30e066,eth,,0xa22cb465,,3,,,,,,,,,,,,
0xa4a057e817a220e4a9466e7877adbdb917a9d8d9,matic,,0x5b713eb3,,3,,,,,,,,,,,,
0x82235445a7f634279e33702cc004b0fdb002fda7,eth,,0xa22cb465,,3,,,,,,,,,,,,
0xd2ba02c511650fa52ed9b22d77021da8853ae3dd,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x46e6b214b524310239732d51387075e0e70970bf,base,,0x110496e5,,3,,,,,,,,,,,,
0x72a19342e8f1838460ebfccef09f6585e32db86e,eth,,0x312ff839,,3,,,,,,,,,,,,
0xdcb52136884b8a0f72e970a61df1e9b61787eb09,base,,0xda7323b3,,3,,,,,,,,,,,,
0x41c914ee0c7e1a5edcd0295623e6dc557b5abf3c,op,,0x32145f90,,3,,,,,,,,,,,,
0x5f45cd59ba7f2f6bcd935663f68ee1debe3b8a10,linea,,0x40c10f19,,3,,,,,,,,,,,,
0xeb832928792978395cf11fb770ae0902d37f17f0,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xbdacbd348293f7839cc6ea64335d839db4841a39,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xe95a203b1a91a908f9b9ce46459d101078c2c3cb,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x47ec4768502ada411bce8b973a6609f3f96061f3,arb,,0x926fdfe2,,3,,,,,,,,,,,,
0x967da4048cd07ab37855c090aaf366e4ce1b9f48,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x054b95b60bfface948fa4548da8ee2e212fb7c0a,arb,,0x2fbb00ac,,3,,,,,,,,,,,,
0x2c7e82641f03fa077f88833213210a86027f15dc,arb,,0xa2a3c0cb,,3,,,,,,,,,,,,
0x5f1df154970bc139832842836ed4d006b0da689d,op,,0x98a6e993,,3,,,,,,,,,,,,
0xa1034ed2c9eb616d6f7f318614316e64682e7923,op,,0xc00007b0,,3,,,,,,,,,,,,
0x00000000009726632680fb29d3f7a9734e3010e2,matic,,0x999b6464,,3,,,,,,,,,,,,
0x7ad7242a99f21aa543f9650a56d141c57e4f6081,bsc,,0x095ea7b3,,3,,,,,,,,,,,,
0x142e03367ede17cd851477a4287d1f35676e6dc2,eth,,0xf90a82c8,,3,,,,,,,,,,,,
0xf64957c35409055776c7122ac655347ef88eaf9b,base,,0xb6b55f25,,3,,,,,,,,,,,,
0x47fbe95e981c0df9737b6971b451fb15fdc989d9,base,,0x5b7d7482,,3,,,,,,,,,,,,
0x57b8792c775d34aa96092400983c3e112fcbc296,eth,,0xee2f675e,,3,,,,,,,,,,,,
0xe4e156167cc9c7ac4abd8d39d203a5495f775547,zksync,,0xbb7f50ea,,3,,,,,,,,,,,,
0x9416ba76e88d873050a06e5956a3ebf10386b863,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x757c67cb79a4dc8af386cb3abf32359c9a99f652,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x0d3caa624e3a0076a6bc96ba8d632d37f460bc74,arb,,0x095ea7b3,,3,,,,,,,,,,,,
0x096c75b91a2d0bea2e5f969baa98e221a8f28373,arb,,0x86d1a69f,,3,,,,,,,,,,,,
0x258aeac01672e6857972707fc129a6a39d09758b,eth,,0xa22cb465,,3,,,,,,,,,,,,
0x0d304e9eeee14cf8cf5f4757dbff11dc12e6d3ef,avax,,0x095ea7b3,,3,,,,,,,,,,,,
0x69dd38645f7457be13571a847ffd905f9acbaf6d,op,,0xf17a4546,,3,,,,,,,,,,,,
0x8216e1ef56311cf16851f18842e95590c150c3a9,eth,,0x6ffcc719,,3,,,,,,,,,,,,
0x562bd66f6bfcb9cb95e8477f7fcdae650c2b9d98,base,,0x8725733e,,3,,,,,,,,,,,,
0x150225502fb8a965ac3a986a641d13ad963252b5,eth,,0xc2127793,,3,,,,,,,,,,,,
0xf9db5875e0bae4557dad700bf35a91c3708727a2,base,,0x095ea7b3,,3,,,,,,,,,,,,
0x83af5eed7115c72cf3262453ce8b9fe87ae2de3c,linea,,0x38926b6d,,3,,,,,,,,,,,,
0xa5e0829caced8ffdd4de3c43696c57f7d7a678ff,matic,,0x38ed1739,,3,,,,,,,,,,,,
0xdc05d85069dc4aba65954008ff99f2d73ff12618,op,,0xa0712d68,,3,,,,,,,,,,,,
0x5b7f63576373cb36c33006c3cd293de209519ce7,eth,,0x60b0b0f0,,3,,,,,,,,,,,,
0x2c91fcfcf4d6f218ca8fe0d70f7f851a4b41140b,op,,0xc00007b0,,3,,,,,,,,,,,,
0x1b02da8cb0d097eb8d57a175b88c7d8b47997506,arb,,0xe8e33700,,3,,,,,,,,,,,,
0xa59ea1b2d012619a8b9ce16431894cf0be516a73,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xc9af789ae606f69cf8ed073a04ec92f2354b027d,op,,0xa9b63513,,3,,,,,,,,,,,,
0xafa718fc77f4b85516bf4949deb1d3e337c7797a,base,,0x095ea7b3,,3,,,,,,,,,,,,
0x478d8868496b504d28189e2290c7e1fccc846e1c,matic,,0x1bcfaa66,,3,,,,,,,,,,,,
0xd7cabef2c1fd77a31c5ba97c724b82d3e25fc83c,base,,0x43e26448,,3,,,,,,,,,,,,
0xbaa87546cf87b5de1b0b52353a86792d40b8ba70,eth,,0x47e7ef24,,3,,,,,,,,,,,,
0x1ab3747da0f88e883895de58c105fd25c21491ce,eth,,0xab870316,,3,,,,,,,,,,,,
0x4d88434edc8b7ffe215ec598c2290cdc6f58d12d,zksync,,0x5a47ddc3,,3,,,,,,,,,,,,
0x9b86b2be8edb2958089e522fe0eb7dd5935975ab,op,,0x5c833bfd,,3,,,,,,,,,,,,
0x47c2a56176335fb2b1ded8e7b5acb136d307dc2d,op,,0x1249c58b,,3,,,,,,,,,,,,
0x4265af66537f7be1ca60ca6070d97531ec571bdd,bsc,,0x095ea7b3,,3,,,,,,,,,,,,
0x224b239b8bb896f125bd77eb334e302a318d9e33,bsc,,0x06e75722,,3,,,,,,,,,,,,
0xa7ba0db4a5269802ce82a5ece2e34bd6efca053c,op,,0x3a1b1d57,,3,,,,,,,,,,,,
0xa3b615667cbd33cfc69843bf11fbb2a1d926bd46,bsc,,0x45311463,,3,,,,,,,,,,,,
0xc2e9678a71e50e5aed036e00e9c5caeb1ac5987d,eth,,0xa22cb465,,3,,,,,,,,,,,,
0x57999936fc9a9ec0751a8d146cce11901be8bed0,matic,,0x095ea7b3,,3,,,,,,,,,,,,
0x50c5725949a6f0c72e6c4a641f24049a917db0cb,base,,0xa9059cbb,,3,,,,,,,,,,,,
0xba386a4ca26b85fd057ab1ef86e3dc7bdeb5ce70,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x8419f704cd6520e2c3ef477ef9bfa3159ea1aca7,arb,,0x47153f82,,3,,,,,,,,,,,,
0x3576eff2be8b1a31782b3e8dfd962a6ddb087890,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x434b5245f6fe54d0c9f881d55c2ba27fe7132d89,arb,,0xcccc6e05,,3,,,,,,,,,,,,
0x15fcbb7252919e08847296137a700ec744647632,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xca10e8825fa9f1db0651cd48a9097997dbf7615d,bsc,,0xfd594a08,,3,,,,,,,,,,,,
0x082c9cb8e6bffc08aeee638a2e1a93a7de477c92,op,,0xd279c191,,3,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,eth,,0x00000192,,3,,,,,,,,,,,,
0x0000000000000000000000000000000000000808,moonbeam,,0x96e292b8,,3,,,,,,,,,,,,
0x0fb339fe0ad874758e2e9c9d679772c61bd6804b,base,,0xa694fc3a,,3,,,,,,,,,,,,
0x4cb9a7ae498cedcbb5eae9f25736ae7d428c9d66,arb,,0x095ea7b3,,3,,,,,,,,,,,,
0x6332a3fde17b3a5506ab16496180e1505cf2e294,arb,,0x2f52ebb7,,3,,,,,,,,,,,,
0x33f289d91286535c47270c8479f6776fb3adeb3e,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x9c4e1df48755a1679bc6f93c6de196cd20921af1,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x68ffcb1b5f8e5d035c3b4bf49f8f139f49e45509,eth,,0x3ad726e4,,3,,,,,,,,,,,,
0x287176dfbec7e8cee0f876fc7b52960ee1784adc,ftm,,0x76025ec9,,3,,,,,,,,,,,,
0x562e362876c8aee4744fc2c6aac8394c312d215d,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xb9d18ab94cf61bb2bcebe6ac8ba8c19ff0cdb0ca,eth,,0x4e71d92d,,3,,,,,,,,,,,,
0xed1167b6dc64e8a366db86f2e952a482d0981ebd,eth,,0xa9059cbb,,3,,,,,,,,,,,,
0x5b1085136a811e55b2bb2ca1ea456ba82126a376,eth,,0xff98caa8,,3,,,,,,,,,,,,
0x9a8ff01590eb74165842be0b1835b1fd6a243ee1,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x8b791913eb07c32779a16750e3868aa8495f5964,zksync,,0x3a8e53ff,,3,,,,,,,,,,,,
0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,avax,,0x92fe8e70,,3,,,,,,,,,,,,
0xd1d2eb1b1e90b638588728b4130137d262c87cae,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x788d86e00ab31db859c3d6b80d5a9375801d7f2a,arb,,0x2cdf0b95,,3,,,,,,,,,,,,
0x7ecb204fed7e386386cab46a1fcb823ec5067ad5,eth,,0xa22cb465,,3,,,,,,,,,,,,
0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,bsc,,0xac9650d8,,3,,,,,,,,,,,,
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,arb,,0x5ae401dc,,3,,,,,,,,,,,,
0xc06a5d3014b9124bf215287980305af2f793eb30,arb,,0x6256c38e,,3,,,,,,,,,,,,
0xd10bc8517059e51b625e1e57a60b348d552f685d,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xeae85745232983cf117692a1ce2ecf3d19ada683,arb,,0xdb006a75,,3,,,,,,,,,,,,
0xe0c38b2a8d09aad53f1c67734b9a95e43d5981c0,avax,,0x7c025200,,3,,,,,,,,,,,,
0x4fc2a3fb655847b7b72e19eaa2f10fdb5c2addbe,arb,,0x095ea7b3,,3,,,,,,,,,,,,
0x02ed75bd7a91f1fde6f29e86bdd147ce952e150a,base,,0x095ea7b3,,3,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,op,,0x00000008,,3,,,,,,,,,,,,
0x8700daec35af8ff88c16bdf0418774cb3d7599b4,op,,0x9741fb22,,3,,,,,,,,,,,,
0xf7b75183a2829843db06266c114297dfbfaee2b6,eth,,0x9dca362f,,3,,,,,,,,,,,,
0xf7d693ce960e70721f0353f967360046ba7d4efa,base,,0x9629300c,,3,,,,,,,,,,,,
0xdd69db25f6d620a7bad3023c5d32761d353d3de9,op,,0x51905636,,3,,,,,,,,,,,,
0x1b41d54b3f8de13d58102c50d7431fd6aa1a2c48,eth,,0x42842e0e,,3,,,,,,,,,,,,
0xa9fbcc25435ad713a9468d8c89dd7baae8914e3a,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xfd0205066521550d7d7ab19da8f72bb004b4c341,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x164b2c54975e2682049923f3ad76fc706daf701e,matic,,0x40c10f19,,3,,,,,,,,,,,,
0xeaa4c58427c184413b04db47889b28b5c98ebb7b,eth,,0xa22cb465,,3,,,,,,,,,,,,
0x2dc1cda9186a4993bd36de60d08787c0c382bead,base,,0x095ea7b3,,3,,,,,,,,,,,,
0xd4b80c3d7240325d18e645b49e6535a3bf95cc58,eth,,0x08635a95,,3,,,,,,,,,,,,
0x4c5d5234f232bd2d76b96aa33f5ae4fcf0e4bfab,op,,0x2646478b,,3,,,,,,,,,,,,
0x921b486cc33580af7d8208df1619383470d5dcbe,polygon-zkevm,,0x40c10f19,,3,,,,,,,,,,,,
0x58b9cb810a68a7f3e1e4f8cb45d1b9b3c79705e8,matic,,0x095ea7b3,,3,,,,,,,,,,,,
0x454c9ac1dfd5f0b4dd2887818be9624b26c848a4,base,,0x45368181,,3,,,,,,,,,,,,
0xc221b7e65ffc80de234bbb6667abdd46593d34f0,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x9915d03d62b1d83f9a8890baebd72ed4bca49701,base,,0xb6b55f25,,3,,,,,,,,,,,,
0x98244d93d42b42ab3e3a4d12a5dc0b3e7f8f32f9,base,,0x095ea7b3,,3,,,,,,,,,,,,
0xe1df28a9ba2f46014c947c300952b7ca20031e3f,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xb2cfc9a054562bcfd854dad55a99e8bc8085a480,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x3f68dd1321fda57e071c1d4124791f88a6fd90d3,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x6f82d82e6fecb6d0daf08b8ffd9772d596582f4a,base,,0x9ebea88c,,3,,,,,,,,,,,,
0xbd32c67b664aa0403fa9395f5f49f19aff20ec42,arb,,0x441a3e70,,3,,,,,,,,,,,,
0x0000000000000000000000000000000000000800,moonbeam,,0x1a1c740c,,3,,,,,,,,,,,,
0x69460570c93f9de5e2edbc3052bf10125f0ca22d,arb,,0x4e42d6d6,,3,,,,,,,,,,,,
0xae78736cd615f374d3085123a210448e74fc6393,eth,,0x42966c68,,3,,,,,,,,,,,,
0xa9dd725ba2eaacdb7a30d17597b7d8c3fd2f80ed,arb,,0xfb9513d6,,3,,,,,,,,,,,,
0x0bb567c62f63d20d2e03e15248778405ae265b72,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x531bc6e97b65adf8b3683240bd594932cfb63797,arb,,0xf3621c90,,3,,,,,,,,,,,,
0x1e2d8f84605d32a2cbf302e30bfd2387badf35dd,polygon-zkevm,,0x0ad58d2f,,3,,,,,,,,,,,,
0x670fd103b1a08628e9557cd66b87ded841115190,matic,,0xf80d084b,,3,,,,,,,,,,,,
0xc5b5bb39128f93f64732b007ab7e7b55a865e869,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x2d62f6d8288994c7900e9c359f8a72e84d17bfba,matic,,0x7cbc2373,,3,,,,,,,,,,,,
0x1e46ab9d3d9e87b95f2cd802208733c90a608805,arb,,0x2388dac1,,3,,,,,,,,,,,,
0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,eth,,0xb88d4fde,,3,,,,,,,,,,,,
0x2d886570a0da04885bfd6eb48ed8b8ff01a0eb7e,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xde37e221442fa15c35dc19fbae11ed106ba52fb2,base,,0x65b2489b,,3,,,,,,,,,,,,
0x83f20f44975d03b1b09e64809b757c47f942beea,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xf3b9569f82b18aef890de263b84189bd33ebe452,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,ftm,,0xa94e78ef,,3,,,,,,,,,,,,
0xbf09e0d4f64cb3eccf23841b7c717866ac168b85,eth,,0x4cba3eca,,3,,,,,,,,,,,,
0x9761d46ef36e07131e8c56af06e35cac23b9a91e,op,,0x3c173a4f,,3,,,,,,,,,,,,
0xac51087db6eed7ed2506a119a934e32b693fb67c,eth,,0x82189551,,3,,,,,,,,,,,,
0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,matic,,0xa9059cbb,,3,,,,,,,,,,,,
0xd07180c423f9b8cf84012aa28cc174f3c433ee29,zksync,,0xa22cb465,,3,,,,,,,,,,,,
0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,arb,,0x095ea7b3,,3,,,,,,,,,,,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,eth,,0x6e91538b,,3,,,,,,,,,,,,
0x3af2a97414d1101e2107a70e7f33955da1346305,eth,,0xc78461d7,,3,,,,,,,,,,,,
0x272e156df8da513c69cb41cc7a99185d53f926bb,linea,,0xac9650d8,,3,,,,,,,,,,,,
0x81971c6a8f2b95411047c8e1eb83d75372e61169,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xce1e3cc1950d2aaeb47de04de2dec2dc86380e0a,bsc,,0x095ea7b3,,3,,,,,,,,,,,,
0x018602173a73ad5a9117f9ef9e250c4d23539a1c,eth,,0x1361a46d,,3,,,,,,,,,,,,
0xd4ae6eca985340dd434d38f470accce4dc78d109,bsc,,0x0dede6c4,,3,,,,,,,,,,,,
0x24f11b6e5b21cab23a8324438a4156fb96ebb0a5,arb,,0x0b83a727,,3,,,,,,,,,,,,
0xd152f549545093347a162dce210e7293f1452150,arb,,0xe63d38ed,,3,,,,,,,,,,,,
0xac1419ee74f203c6b9daa3635ad7169b7ebb5c1a,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x12ff4a259e14d4dcd239c447d23c9b00f7781d8f,op,,0x095ea7b3,,3,,,,,,,,,,,,
0x51af494f1b4d3f77835951fa827d66fc4a18dae8,avax,,0xc45dec27,,3,,,,,,,,,,,,
0x58b9cb810a68a7f3e1e4f8cb45d1b9b3c79705e8,matic,,0x5c19a95c,,3,,,,,,,,,,,,
0xdef189deaef76e379df891899eb5a00a94cbc250,ftm,,0x415565b0,,3,,,,,,,,,,,,
0x59e7901d31e140a5a9522fc33a261d287c7ba137,arb,,0x1249c58b,,3,,,,,,,,,,,,
0xa79828df1850e8a3a3064576f380d90aecdd3359,eth,,0x29ed2862,,3,,,,,,,,,,,,
0x62eb144fe92ddc1b10bcade03a0c09f6fbffbffb,eth,,0xa22cb465,,3,,,,,,,,,,,,
0xc22834581ebc8527d974f8a1c97e1bea4ef910bc,base,,0x1688f0b9,,3,,,,,,,,,,,,
0x82cc61354d78b846016b559e3ccd766fa7e793d5,linea,,0x095ea7b3,,3,,,,,,,,,,,,
0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,eth,,0x1fd979e0,,3,,,,,,,,,,,,
0xf5b509bb0909a69b1c207e495f687a596c168e12,matic,,0xc04b8d59,,3,,,,,,,,,,,,
0x1111111254eeb25477b68fb85ed929f73a960582,eth,,0xbc80f1a8,,3,,,,,,,,,,,,
0x70ea00ab512d13dac5001c968f8d2263d179e2d2,avax,,0x51905636,,3,,,,,,,,,,,,
0x82414472397495f5dbf775cfa94b9745d17c8c65,bsc,,0x1249c58b,,3,,,,,,,,,,,,
0x9d7a7198ecfe07414c5e9b3e233878fcc30b9048,op,,0x6eeb299e,,3,,,,,,,,,,,,
0xf17bb82b6e9cc0075ae308e406e5198ba7320545,eth,,0xa22cb465,,3,,,,,,,,,,,,
0x8d140a45b39e70d06554de49d022c9caf5f0262b,arb,,0x4e71d92d,,3,,,,,,,,,,,,
0x6078a6a70f7907cc8dde8b0d94f2e9aeb8292695,arb,,0xc1cbbca7,,3,,,,,,,,,,,,
0xbe1bea3f6e5f29648fdc88b1622785a1666246e7,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x71de2285ec83bb6517d2b3ec8deb2a6c44d8c5da,eth,,0x095ea7b3,,3,,,,,,,,,,,,
0x071ac29d569a47ebffb9e57517f855cb577dcc4c,matic,,0x095ea7b3,,3,,,,,,,,,,,,
0xdfaab828f5f515e104baaba4d8d554da9096f0e4,zksync,,0xd294f093,,3,,,,,,,,,,,,
0x12e55cb86352aa1202363f5fc0bb3f2f02b79583,eth,,0x095ea7b3,,3,,,,,,,,,,,,
